ID_NUMBER,ACTIVITY_LOCATION,NAICS_CODE
ALR000024992,AL    ,334418
ALR000032946,AL    ,81111
ALD983191974,AL    ,44132
ALD983191974,AL    ,811111
NCD986187292,AL    ,48422
SCR000075150,AL    ,11111
ALD982097487,AL    ,811111
ALR000039362,AL    ,81111
ALR000014381,AL    ,44511
ALD983173733,AL    ,33711
ALR000036749,AL    ,81232
ALD982083511,AL    ,336211
ALD982166571,AL    ,44111
ALD031569940,AL    ,325199
ALR000038059,AL    ,22111
ALD982144610,AL    ,44111
ALR000019224,AL    ,811111
ALD982166514,AL    ,44131
ALD983184425,AL    ,332813
ALD983181793,AL    ,81111
ALR000033035,AL    ,44112
ALR000028381,AL    ,454311
ALR000028381,AL    ,562119
ALR000017483,AL    ,81111
ALD983169046,AL    ,44511
MSR000101121,AL    ,54162
GAR000026153,AL    ,11111
ALR000013482,AL    ,33639
ALR000034637,AL    ,44111
ALR000037325,AL    ,811191
ALR000024059,AL    ,61171
ALD983172065,AL    ,325199
ALR000048827,AL    ,484122
ALR000054155,AL    ,326299
ALR000049015,AL    ,332721
ALR000049049,AL    ,336350
ALR000006346,AL    ,33711
ALR000047837,AL    ,811191
ALR000048793,AL    ,484122
ALR000018408,AL    ,32732
ALR000052852,AL    ,812922
ALR000044552,AL    ,333999
ALR000053884,AL    ,562112
ALR000039347,AL    ,562112
ALD000608216,AL    ,33251
ALR000051979,AL    ,446110
ALR000054304,AL    ,621210
ALR000042648,AL    ,452210
GAR000051805,AL    ,48411
ALD000629469,AL    ,33711
AL2640090005,AL    ,81131
ALR000053215,AL    ,23832
ALR000037515,AL    ,811121
ALD003396983,AL    ,331524
AL0000266569,AL    ,32551
ALR000047746,AL    ,331221
ALR000046631,AL    ,44411
ALR000022137,AL    ,325998
ALD052065117,AL    ,336412
ALD983166257,AL    ,334418
ALD983191297,AL    ,321912
ALR000029538,AL    ,32522
MID985642560,AL    ,562112
MID186804399,AL    ,484121
ILD981195720,AL    ,48411
TXD980624399,AL    ,48423
LAR000045963,AL    ,48423
TXD980809859,AL    ,562219
TXD093976033,AL    ,23899
TXD074196338,AL    ,562211
TXR000043539,AL    ,488999
CTR000510388,AL    ,56291
NJD063143986,AL    ,48849
PAD010154045,AL    ,562211
PAR000043497,AL    ,48423
ALD983176538,AL    ,81392
ALD131160475,AL    ,33243
ALR000011122,AL    ,81292
ALR000009290,AL    ,332999
ALR000009290,AL    ,32551
ALD982086142,AL    ,811121
ALR000018051,AL    ,44111
ALR000043869,AL    ,21113
ALR000032292,AL    ,488999
ALR000047720,AL    ,484122
ALR000053595,AL    ,23832
ALR000025882,AL    ,332321
ALD982116527,AL    ,81232
ALD981751514,AL    ,81232
ALN960215001,AL    ,48211
ALD131171456,AL    ,32742
ALD133223354,AL    ,221112
ALD982136061,AL    ,49311
ALR000024109,AL    ,81119
ALR000049874,AL    ,562112
ALR000011189,AL    ,337122
ALR000012369,AL    ,424910
ALD982097966,AL    ,81232
ALD982166423,AL    ,811121
ALD983177965,AL    ,33991
ALR000034918,AL    ,238910
ALR000026633,AL    ,44112
AL3210020563,AL    ,92811
ALR000025163,AL    ,53241
ALR000027797,AL    ,333111
ALD983175027,AL    ,92811
ALR000024950,AL    ,311615
ALR000030338,AL    ,811191
AL0000997346,AL    ,332117
ALR000029850,AL    ,562112
AL0002006476,AL    ,22131
ALD004401717,AL    ,44111
ALD983180233,AL    ,42393
ALR000037713,AL    ,452311
ALD982092579,AL    ,33131
ALD000648014,AL    ,33271
ALD072111073,AL    ,332311
ALD983185646,AL    ,44112
ALD981023708,AL    ,811213
ALR000028340,AL    ,81111
ALR000008151,AL    ,811121
ALD983169590,AL    ,332812
ALD000770370,AL    ,56173
ALD000770370,AL    ,23899
ALR000016824,AL    ,49311
ALR000023069,AL    ,811191
ALD057390601,AL    ,335999
ALD982145120,AL    ,811118
ALD983190711,AL    ,313111
AL0000053553,AL    ,23521
ALR000034793,AL    ,23899
ALD982098675,AL    ,81232
ALD981470214,AL    ,482111
ALD981477060,AL    ,221112
ALR000022095,AL    ,811113
ALR000040212,AL    ,81112
ALR000004234,AL    ,423930
AL0000262642,AL    ,53212
ALD982086837,AL    ,48412
ALR000037796,AL    ,51331
ALR000050914,AL    ,81111
ALR000050773,AL    ,811191
ALD983175126,AL    ,44131
ALD983192535,AL    ,33995
ALR000008664,AL    ,334419
ALD118037878,AL    ,33651
ALD982139107,AL    ,53212
ALR000025361,AL    ,33599
ALR000052100,AL    ,446110
ALR000052191,AL    ,446110
ALR000014415,AL    ,324121
ALD983177148,AL    ,44131
ALR000052043,AL    ,44611
ALR000054007,AL    ,221112
ALD031482037,AL    ,33711
ALR000014183,AL    ,332811
ALR000047282,AL    ,336611
ALR000050872,AL    ,32512
ALR000052613,AL    ,44611
ALR000052977,AL    ,446110
ALD981923592,AL    ,811121
ALD983168238,AL    ,81111
ALR000039560,AL    ,11421
ALD049046857,AL    ,81232
ALR000038604,AL    ,332312
ALD983193855,AL    ,811111
ALR000018648,AL    ,811191
AL0000050278,AL    ,32512
ALD031612732,AL    ,332813
ALR000032342,AL    ,332812
ALR000040089,AL    ,332812
AL3151932131,AL    ,337127
ALD000737536,AL    ,32512
ALR000031567,AL    ,811191
ALR000043620,AL    ,32739
ALD983178120,AL    ,321999
ALR000000695,AL    ,562111
ALR000044115,AL    ,221122
ALR000033415,AL    ,811121
ALD077640449,AL    ,334513
ALD077640449,AL    ,335314
ALR000032904,AL    ,811111
ALR000012658,AL    ,811118
ALR000012658,AL    ,811191
ALD094476470,AL    ,326211
ALD983193509,AL    ,48411
ALR000024893,AL    ,45299
ALR000040634,AL    ,33635
AL0000005819,AL    ,811111
AL0000566554,AL    ,452311
ALR000032441,AL    ,452311
ALR000034629,AL    ,44111
ALD983180530,AL    ,336212
ALR000017798,AL    ,332812
ALR000049791,AL    ,811111
ALR000026864,AL    ,81232
ALR000034462,AL    ,221111
ALR000015719,AL    ,212322
ALR000035477,AL    ,61111
ALR000044685,AL    ,811118
ALD983173113,AL    ,44131
ALR000014647,AL    ,212399
AL1141506799,AL    ,92111
ALD982141723,AL    ,33251
ALR000045310,AL    ,56292
ALD981751688,AL    ,81232
ALR000038232,AL    ,45221
ALD983173279,AL    ,33991
ALD047158480,AL    ,237310
ALD004003406,AL    ,333319
ALD045623634,AL    ,44131
ALR000017178,AL    ,81111
ALR000042564,AL    ,811111
ALR000042564,AL    ,44111
ALR000010660,AL    ,32411
ALR000021550,AL    ,811111
ALD094471364,AL    ,321113
ALD093185437,AL    ,3152
ALR000016675,AL    ,324121
ALD050981646,AL    ,332721
ALR000031625,AL    ,48621
ALR000032920,AL    ,532120
ALR000032920,AL    ,811121
ALD983174822,AL    ,211111
ALR000014191,AL    ,325411
ALD078982253,AL    ,44131
ALR000046045,AL    ,61131
ALD983167792,AL    ,811191
ALD982161275,AL    ,811118
ALD000772251,AL    ,49319
ALR000044644,AL    ,81111
ALR000017160,AL    ,811191
ALR000016550,AL    ,42471
ALR000018655,AL    ,811191
ALR000026559,AL    ,811118
ALD000653436,AL    ,49311
ALR000039081,AL    ,23891
ALD983168220,AL    ,49211
ALR000030049,AL    ,811111
ALD982126716,AL    ,32311
ALR000033803,AL    ,81112
ALR000019059,AL    ,44131
ALD981757941,AL    ,44132
ALD982168247,AL    ,325211
ALR000031146,AL    ,42393
ALR000000471,AL    ,44111
ALD981757545,AL    ,81232
AL0000129833,AL    ,42312
ALR000053249,AL    ,23832
ALD094476793,AL    ,562211
ALR000040949,AL    ,221112
ALR000016436,AL    ,332322
ALD186114674,AL    ,48411
ALR000051466,AL    ,325188
ALR000023713,AL    ,811121
ALR000033696,AL    ,81112
ALD983183195,AL    ,44131
ALR000030718,AL    ,811113
ALR000040022,AL    ,44411
ALD983170309,AL    ,4471
ALR000017467,AL    ,81111
ALR000043455,AL    ,332811
ALR000046482,AL    ,484122
ALD983194127,AL    ,811111
ALD127978849,AL    ,81131
ALD980708275,AL    ,31311
ALD085774875,AL    ,33242
AL3640090012,AL    ,56121
ALR000031666,AL    ,811111
ALR000018341,AL    ,811118
ALD048896948,AL    ,332431
ALR000046169,AL    ,53212
ALD000652784,AL    ,42272
ALR000013656,AL    ,5133
ALD983191206,AL    ,334412
ALD047154182,AL    ,326199
ALD983180365,AL    ,44131
ALD983173220,AL    ,561499
ALR000005835,AL    ,81232
ALD983190612,AL    ,44111
ALR000007088,AL    ,4471
ALR000043422,AL    ,325998
ALD983167917,AL    ,49311
ALR000048041,AL    ,22133
AL0000044396,AL    ,33271
ALD982167025,AL    ,53212
ALD002982858,AL    ,562211
ALR000018861,AL    ,48849
ALR000053488,AL    ,336611
ALD041903139,AL    ,334418
ALR000001339,AL    ,33121
ALR000001339,AL    ,33111
ALR000031211,AL    ,44131
ALR000012443,AL    ,71311
ALD041023086,AL    ,331513
ALD003951969,AL    ,321113
ALD983195348,AL    ,48621
ALR000017558,AL    ,811191
ALR000013920,AL    ,321918
ALD067120196,AL    ,484121
ALD034050187,AL    ,811121
ALR000018663,AL    ,811111
ALR000017053,AL    ,811111
ALR000012989,AL    ,332996
ALD056113756,AL    ,325199
ALR000014399,AL    ,33711
ALD981757909,AL    ,81232
ALR000007765,AL    ,48411
ALD983194291,AL    ,45299
ALD982085946,AL    ,327122
AL0000738120,AL    ,811412
ALD058630849,AL    ,44131
ALD982143026,AL    ,54133
ALR000047191,AL    ,488190
ALD095080855,AL    ,48819
ALD003383254,AL    ,33995
ALD982091126,AL    ,23541
ALD982173882,AL    ,44111
ALD983182189,AL    ,53212
ALD054564083,AL    ,332813
ALD983166265,AL    ,311511
ALR000033985,AL    ,81131
ALD983169988,AL    ,44111
ALD041222563,AL    ,324199
ALD982076358,AL    ,811122
ALD981748668,AL    ,44111
ALR000022079,AL    ,811111
ALR000010728,AL    ,81232
AL0000057208,AL    ,81232
ALD034106278,AL    ,44111
AL0000890905,AL    ,81232
AL0000085431,AL    ,221111
ALD983167511,AL    ,221111
ALD084947415,AL    ,81232
ALD982109589,AL    ,811118
ALD021257480,AL    ,212399
ALR000053967,AL    ,332812
ALR000010595,AL    ,811111
ALR000039446,AL    ,811191
ALD983171828,AL    ,332618
ALR000042879,AL    ,332812
ALR000006288,AL    ,452311
ALR000051169,AL    ,56291
ALR000018929,AL    ,811191
ALR000033159,AL    ,213112
ALR000002923,AL    ,811412
ALR000040691,AL    ,42372
ALR000025346,AL    ,332312
ALR000039412,AL    ,811118
ALD983180183,AL    ,81112
ALD982094062,AL    ,424490
ALR000010892,AL    ,49221
ALR000003103,AL    ,48621
ALR000018267,AL    ,212312
ALD983172297,AL    ,31332
ALD983172297,AL    ,31321
ALR000044875,AL    ,212313
AL0000447953,AL    ,811113
ALR000049437,AL    ,811191
ALD983168030,AL    ,221122
ALD983168709,AL    ,44511
ALD983193202,AL    ,313111
ALR000050658,AL    ,452111
ALD983186073,AL    ,45211
ALD983179102,AL    ,331111
ALD983169632,AL    ,42271
ALR000019299,AL    ,81131
ALD982139826,AL    ,332812
ALD053364261,AL    ,339999
ALR000046219,AL    ,811111
ALD000615583,AL    ,54138
ALD983190844,AL    ,81232
ALD983178419,AL    ,44131
ALD983191875,AL    ,811121
ALD981477201,AL    ,81292
ALD980846224,AL    ,81232
ALD983176546,AL    ,313111
ALD983176546,AL    ,31321
ALD981021660,AL    ,335228
ALD982141541,AL    ,811118
ALR000007724,AL    ,327993
ALR000034595,AL    ,44111
ALD982092694,AL    ,811111
ALD982083404,AL    ,811121
ALR000002121,AL    ,332722
ALD981860596,AL    ,811191
ALR000010918,AL    ,337125
ALR000050955,AL    ,45431
ALR000043836,AL    ,811191
ALR000034785,AL    ,33271
ALR000033746,AL    ,811118
ALD061311569,AL    ,337215
ALR000018192,AL    ,81111
ALD004018354,AL    ,331511
ALD004003380,AL    ,32211
ALR000013664,AL    ,81111
AL4640090011,AL    ,221122
ALD983179912,AL    ,48621
ALR000040121,AL    ,811111
ALR000034173,AL    ,211112
ALR000037499,AL    ,44411
ALD008149858,AL    ,322121
ALR000051227,AL    ,562112
ALR000012971,AL    ,32552
ALD983190521,AL    ,81119
ALR000006320,AL    ,314999
ALD981470131,AL    ,92411
AL0000058578,AL    ,811111
ALD983169210,AL    ,44131
ALR000039933,AL    ,23832
ALD050985688,AL    ,333514
ALR000037911,AL    ,532412
ALR000023937,AL    ,452311
ALR000015073,AL    ,484121
ALR000012260,AL    ,33651
ALR000003772,AL    ,811118
ALR000015727,AL    ,32739
ALR000022392,AL    ,811191
ALD066724402,AL    ,42271
ALD982118176,AL    ,81232
ALD982154973,AL    ,811121
ALD000827022,AL    ,49319
AL0000028811,AL    ,333922
AL0000028811,AL    ,33341
AL0000962100,AL    ,333319
ALR000014878,AL    ,484110
ALR000040295,AL    ,23731
ALD983194242,AL    ,453998
ALR000047498,AL    ,811111
ALR000050963,AL    ,811191
ALD983167636,AL    ,811121
ALR000043364,AL    ,81111
ALR000021576,AL    ,322121
ALR000036111,AL    ,811191
ALD983186297,AL    ,44412
ALD981861131,AL    ,811111
ALR000021105,AL    ,332312
ALD031609068,AL    ,81232
ALR000010561,AL    ,81149
ALR000044586,AL    ,22131
ALD981015555,AL    ,335929
ALR000029108,AL    ,92214
ALD051579134,AL    ,42381
AL0000881771,AL    ,53241
ALR000030866,AL    ,532412
ALD000737296,AL    ,42471
ALR000002980,AL    ,81111
ALR000002980,AL    ,811213
ALD063662597,AL    ,321212
ALR000005314,AL    ,452311
ALR000002279,AL    ,81232
ALD000613836,AL    ,31321
ALD983191859,AL    ,332999
ALD055285191,AL    ,811111
ALR000039974,AL    ,56211
ALR000045351,AL    ,811111
ALR000019414,AL    ,311615
ALR000007351,AL    ,332312
ALD078960796,AL    ,44111
ALD983193574,AL    ,81112
ALD982098733,AL    ,81232
ALD983174970,AL    ,81232
ALR000005827,AL    ,45211
ALR000033555,AL    ,33711
ALR000043349,AL    ,333923
ALR000015792,AL    ,321113
ALD106912389,AL    ,32622
ALR000026088,AL    ,532411
ALR000006510,AL    ,32311
AL0000018218,AL    ,81232
ALR000042713,AL    ,81111
ALR000045302,AL    ,561990
AL0000131409,AL    ,32311
ALR000031195,AL    ,44131
ALR000017152,AL    ,811191
ALD983182106,AL    ,44111
ALD118036342,AL    ,811113
ALR000040139,AL    ,811111
ALR000043489,AL    ,81111
ALR000032680,AL    ,44411
ALD091412627,AL    ,332999
ALD086547643,AL    ,48821
AL0000085381,AL    ,81149
ALD983166646,AL    ,811192
ALD982151557,AL    ,42281
ALD983175621,AL    ,4471
ALR000044487,AL    ,562219
ALR000028597,AL    ,332312
ALR000018671,AL    ,811191
ALR000042358,AL    ,332811
ALD047158696,AL    ,32551
ALR000032391,AL    ,336999
ALD983171794,AL    ,326122
ALR000032946,AL    ,811118
ALD983192998,AL    ,48849
ALR000017426,AL    ,81111
ALD000826917,AL    ,32616
MSD980600084,AL    ,321114
GAR000022509,AL    ,11111
ALD982142903,AL    ,313249
TND981023757,AL    ,32551
ALR000023697,AL    ,453998
ALR000014712,AL    ,81111
ALR000043646,AL    ,48833
ALD133606186,AL    ,81111
ALR000031468,AL    ,811111
ALD982108748,AL    ,332322
ALR000014605,AL    ,212312
ALD983166117,AL    ,53212
ALR000013516,AL    ,32742
ALR000017954,AL    ,49311
ALR000016832,AL    ,811191
ALR000016683,AL    ,332999
ALR000048348,AL    ,325199
NCR000138578,AL    ,54162
NCR000135384,AL    ,484110
ALR000022848,AL    ,32512
ALR000053447,AL    ,42469
ALR000047795,AL    ,811191
ALD004019691,AL    ,327212
ALR000049692,AL    ,562998
ALR000013011,AL    ,333995
ALD982115115,AL    ,812332
ALD002985554,AL    ,325110
ALD983187873,AL    ,337211
GAR000051805,AL    ,562112
ALR000054106,AL    ,325194
ALD983191537,AL    ,562112
ALR000038182,AL    ,44511
ALD067127225,AL    ,321114
ALR000053512,AL    ,333611
ALD003398575,AL    ,332812
ALR000042689,AL    ,33111
ALD021257951,AL    ,53112
ALD981860539,AL    ,332813
ALD980843940,AL    ,332812
ALR000017079,AL    ,32562
ALR000054320,AL    ,44111
ALR000054312,AL    ,48849
ILD062333752,AL    ,49319
IND098958283,AL    ,325998
MID985642560,AL    ,23731
IND181353806,AL    ,562219
MID982606287,AL    ,423930
OHD046631743,AL    ,325991
OHD987050564,AL    ,48423
ARD983267279,AL    ,562112
OKD007222128,AL    ,56291
TXR000022541,AL    ,334413
ARR000016733,AL    ,48422
LAR000059592,AL    ,54162
OKD987086659,AL    ,333132
TXR000051508,AL    ,562112
MAR000502138,AL    ,484121
MAD084814136,AL    ,48423
NYD097644801,AL    ,541611
NJD986588630,AL    ,488999
DER000002741,AL    ,48-49
PAD982661381,AL    ,562111
ALR000007831,AL    ,81112
ALR000052449,AL    ,811191
ALD981860216,AL    ,812199
ALR000022202,AL    ,81131
ALD004009163,AL    ,325188
ALR000032953,AL    ,811118
ALR000000547,AL    ,4471
ALR000002758,AL    ,812331
ALD067142406,AL    ,321113
ALR000049643,AL    ,33299
ALR000050567,AL    ,453998
ALR000052621,AL    ,44611
TNR000025205,AL    ,485991
ALD000604702,AL    ,325998
ALD982160863,AL    ,313311
ALD983182437,AL    ,48411
ALD983184995,AL    ,532412
ALD079126231,AL    ,811111
ALR000013672,AL    ,332991
ALD983173485,AL    ,48621
ALR000026633,AL    ,44111
ALR000044396,AL    ,53212
ALR000016576,AL    ,811111
ALR000016576,AL    ,311615
ALR000009027,AL    ,332322
ALR000018226,AL    ,562212
ALR000018317,AL    ,811191
ALR000003798,AL    ,44112
AL0002006476,AL    ,221122
ALR000044560,AL    ,32616
ALR000045948,AL    ,484122
ALR000052019,AL    ,56221
ALD983169228,AL    ,45321
ALD983169228,AL    ,323119
AL0000319145,AL    ,33271
ALR000034538,AL    ,92612
ALR000046953,AL    ,92612
ALR000053744,AL    ,237310
ALD981023435,AL    ,92811
ALD034037713,AL    ,811121
ALD039044250,AL    ,321213
ALR000018952,AL    ,811191
ALD981023716,AL    ,81111
ALR000046938,AL    ,33639
ALR000012245,AL    ,811121
ALR000024497,AL    ,21112
ALD983174996,AL    ,213112
ALD044886844,AL    ,332996
ALD983177064,AL    ,811118
ALD003397908,AL    ,33321
AL0000077024,AL    ,811111
ALR000031849,AL    ,811111
ALD983167735,AL    ,811111
ALD981477060,AL    ,81111
ALR000020537,AL    ,441120
ALR000050922,AL    ,622110
ALR000004101,AL    ,52222
ALR000004101,AL    ,81111
ALR000004101,AL    ,44131
ALR000004101,AL    ,44111
AL9180000003,AL    ,811111
ALR000035386,AL    ,61111
ALR000052936,AL    ,446110
ALR000031252,AL    ,211111
ALR000020156,AL    ,44131
ALR000005553,AL    ,44112
ALD982079923,AL    ,811121
ALD981749187,AL    ,56172
ALD057212979,AL    ,42271
ALD079129268,AL    ,42271
ALD000608273,AL    ,325314
ALR000052126,AL    ,446110
ALR000052241,AL    ,446110
ALD003399631,AL    ,332998
ALD982084451,AL    ,336399
ALD000653352,AL    ,81149
ALD004021333,AL    ,337127
AL0000078014,AL    ,53231
ALR000044545,AL    ,811111
ALR000052803,AL    ,44611
ALR000052951,AL    ,446110
ALD082061748,AL    ,42193
ALD982133902,AL    ,327991
ALD983166760,AL    ,337127
ALR000050864,AL    ,321214
ALR000006031,AL    ,53212
ALD046479523,AL    ,336212
ALR000042408,AL    ,92212
ALR000033340,AL    ,423120
AL0000319202,AL    ,42191
ALD981923964,AL    ,313111
ALR000048215,AL    ,811111
ALD983180613,AL    ,81111
ALR000000448,AL    ,482111
ALR000048538,AL    ,49311
AL0001019447,AL    ,42381
ALD067127126,AL    ,32731
ALR000002469,AL    ,452311
ALR000049320,AL    ,562112
ALR000030171,AL    ,332919
ALR000017186,AL    ,811111
ALD983193087,AL    ,331525
ALR000034116,AL    ,811111
ALD000615625,AL    ,221112
ALD983174830,AL    ,541380
ALR000040857,AL    ,314999
ALD004019451,AL    ,331313
ALR000017251,AL    ,811111
ALD983174772,AL    ,811111
ALR000001073,AL    ,562111
ALR000015909,AL    ,21112
ALR000029504,AL    ,81111
ALR000029504,AL    ,811192
ALD004021952,AL    ,32791
ALR000012757,AL    ,336413
ALR000049841,AL    ,484121
ALD983184243,AL    ,81131
ALR000038802,AL    ,811191
ALR000044800,AL    ,562112
ALR000053454,AL    ,23311
ALR000031831,AL    ,811111
ALD983174467,AL    ,115111
ALR000032698,AL    ,811118
ALR000032698,AL    ,811111
ALR000049411,AL    ,482111
ALR000022533,AL    ,42421
ALR000050682,AL    ,452210
ALD983184920,AL    ,56171
ALD983191883,AL    ,44111
ALD981020761,AL    ,23731
ALD004003406,AL    ,326299
AL0000126201,AL    ,811111
ALD120902887,AL    ,32741
ALR000021014,AL    ,311615
ALR000008284,AL    ,333298
ALR000008284,AL    ,333999
ALR000010660,AL    ,92411
ALR000021550,AL    ,811118
ALR000021550,AL    ,811191
ALD067110965,AL    ,327999
ALD981867005,AL    ,81232
ALD982082448,AL    ,332999
ALR000038596,AL    ,493190
ALD050981646,AL    ,332322
ALR000050484,AL    ,327215
ALD078960234,AL    ,33633
ALD982098311,AL    ,334613
ALD983182114,AL    ,532412
ALR000051888,AL    ,44611
ALR000051029,AL    ,811191
ALR000034280,AL    ,562112
ALD075458521,AL    ,32311
ALD000615948,AL    ,42271
ALR000041053,AL    ,92119
ALD003301884,AL    ,335221
ALD058631573,AL    ,81112
ALR000032201,AL    ,33636
ALR000002964,AL    ,81232
AL0000028571,AL    ,33312
ALD981477128,AL    ,811111
ALR000023838,AL    ,45299
ALR000017202,AL    ,811111
ALR000010454,AL    ,811213
ALR000018382,AL    ,334513
ALR000039420,AL    ,811111
ALR000046078,AL    ,33999
ALD982082380,AL    ,326140
ALR000031740,AL    ,811111
ALD983195504,AL    ,811113
ALD981923725,AL    ,321113
ALR000007377,AL    ,313311
ALR000026385,AL    ,221112
AL2210090039,AL    ,48819
ALR000024083,AL    ,311615
ALR000031948,AL    ,811411
ALR000005140,AL    ,811111
ALR000009373,AL    ,811198
ALD983188293,AL    ,334419
ALD005346432,AL    ,332813
ALR000041111,AL    ,811191
ALD983194374,AL    ,811121
ALR000005975,AL    ,811111
ALR000047423,AL    ,811191
ALD981754971,AL    ,44111
ALR000048389,AL    ,339991
ALR000029983,AL    ,44111
ALR000015990,AL    ,33271
ALD983194739,AL    ,811121
ALD008187643,AL    ,321113
ALD981021850,AL    ,334412
ALD982111593,AL    ,811111
ALR000001388,AL    ,44719
ALR000046649,AL    ,221112
ALR000022673,AL    ,212321
ALD982098329,AL    ,44111
ALD983192188,AL    ,213112
ALR000018341,AL    ,81111
ALR000027912,AL    ,321113
ALD983171349,AL    ,332312
ALD983176256,AL    ,561499
ALR000016527,AL    ,44132
ALD047154182,AL    ,327215
ALR000038729,AL    ,42181
ALR000008821,AL    ,44111
ALD983173220,AL    ,33995
ALD982132086,AL    ,334412
ALR000032102,AL    ,11234
ALR000044727,AL    ,335999
ALD982121113,AL    ,33634
ALR000037747,AL    ,484122
ALR000026146,AL    ,44112
ALD983182445,AL    ,42495
ALD983166042,AL    ,332813
ALR000030528,AL    ,811191
ALD983195322,AL    ,452311
ALN930617002,AL    ,81111
ALR000010504,AL    ,48819
